pmid,paragraph,abstract,label,registry,trn
29049388,1,"Mutations in the NPHS2 gene, encoding podocin, cause hereditary nephrotic syndrome. The most common podocin mutation, R138Q, is associated with early disease onset and rapid progression to end-stage renal disease. Knock-in mice carrying a R140Q mutation, the mouse analogue of human R138Q, show developmental arrest of podocytes and lethal renal failure at neonatal age. Here we created a conditional podocin knock-in model named NPHS2 R140Q/-, using a tamoxifen-inducible Cre recombinase, which permits to study the effects of the mutation in postnatal life. Within the first week of R140Q hemizygosity induction the animals developed proteinuria, which peaked after 4-5 weeks. Subsequently the animals developed progressive renal failure, with a median survival time of 12 (95% CI: 11-13) weeks. Foot process fusion was observed within one week, progressing to severe and global effacement in the course of the disease. The number of podocytes per glomerulus gradually diminished to 18% compared to healthy controls 12-16 weeks after induction. The fraction of segmentally sclerosed glomeruli was 25%, 85% and 97% at 2, 4 and 8 weeks, respectively. Severe tubulointerstitial fibrosis was present at later disease stage and was correlated quantitatively with the level of proteinuria at early disease stages. While R140Q podocin mRNA expression was elevated, protein abundance was reduced by more than 50% within one week following induction. Whereas miRNA21 expression persistently increased during the first 4 weeks, miRNA-193a expression peaked 2 weeks after induction. In conclusion, the inducible R140Q-podocin mouse model is an auspicious model of the most common genetic cause of human nephrotic syndrome, with a spontaneous disease course strongly reminiscent of the human disorder. This model constitutes a valuable tool to test the efficacy of novel pharmacological interventions aimed to improve podocyte function and viability and attenuate proteinuria, glomerulosclerosis and progressive renal failure.",NA,NA,NA
29087987,1,"Contact tracing can provide accurate information on relevant parameters of an ongoing emerging infectious disease outbreak. This is crucial to investigators seeking to control such an outbreak. However, crude contact tracing data are difficult to interpret and methods for analyzing these data are scarce. We present a method to estimate and visualize key outbreak parameters from contact tracing information in real time by taking into account data censoring.",BACKGROUND,NA,NA
29087987,2,"Exposure type-specific attack rates and the reproduction number R(t) are estimated from contact tracing data by using maximum likelihood estimation to account for censored data. The attack rates reflect, in the context of contact tracing, the specificity of the contact definition; a higher value indicates relatively efficient contact tracing. The evolution of R(t) over time provides information regarding the effectiveness of interventions. To allow a real-time overview of the outbreak, the attack rates and the evolution of R(t) over time are visualized together with the case-contact network and epicurve. We applied the method to a well-documented smallpox outbreak in The Netherlands to demonstrate the added value.",METHODS/RESULTS,NA,NA
29087987,3,"Our method facilitates the analysis of contact tracing information by quickly turning it into accessible information, helping outbreak investigators to make real-time decisions to more effectively and efficiently control infectious disease outbreaks.",CONCLUSION,NA,NA
29087989,1,"There are few estimates of the effectiveness of long-standing vaccination programs in developed countries. To fill this gap, we investigate the direct and indirect effectiveness of childhood vaccination programs on mortality at the population level in the Netherlands.",BACKGROUND,NA,NA
29087989,2,"We focused on three communicable infectious diseases, diphtheria, pertussis, and poliomyelitis, for which we expect both direct and indirect effects. As a negative control, we used tetanus, a noncommunicable infectious disease for which only direct effects are anticipated. Mortality data from 1903 to 2012 were obtained from Statistics Netherlands. Vaccination coverage data were obtained from various official reports. For the birth cohorts 1903 through 1975, all-cause and cause-specific childhood mortality burden was estimated using restricted mean lifetime survival methods, and a model was used to describe the prevaccination decline in burden. By projecting model results into the vaccination era, we obtained the expected burden without vaccination. Program effectiveness was estimated as the difference between observed and expected mortality burden.",METHODS,NA,NA
29087989,3,"Each vaccination program showed a high overall effectiveness, increasing to nearly 100% within 10 birth cohorts. For diphtheria, 14.9% (95% uncertainty interval [UI] = 12.3%, 17.6%) of mortality burden averted by vaccination was due to indirect protection. For pertussis, this was 32.1% (95% UI = 31.3%, 32.8%). No indirect effects were observed for poliomyelitis or tetanus with -2.4% (UI = -16.7%, 7.1%) and 0.6% (UI = -17.9%, 10.7%), respectively.",RESULTS,NA,NA
29087989,4,"Vaccination programs for diphtheria and pertussis showed substantial indirect effects, providing evidence for herd protection.",CONCLUSION,NA,NA
29095508,1,"Otosclerosis is an inner ear bone disease characterized by fixation of the stapes and consequently progressive hearing loss. One treatment option is the surgical replacement of the stapes by a prosthesis. When so called ""smart materials"" like nitinol are used, prosthesis fixation can be performed using a laser without manual crimping on the incus. However, specific laser-prosthesis interactions have not been described yet. The aim of the present study was to elucidate the thermo-mechanical properties of the NiTiBOND® prosthesis as a basis for handling instructions for laser-assisted prosthesis fixation.",BACKGROUND AND OBJECTIVE,NA,NA
29095508,2,"Closure of the NiTiBOND® prosthesis was induced ex vivo by either a diode laser emitting at λ = 940 nm or a CO2 laser (λ = 10,600 nm). Total energy for closure was determined. Suitable laser parameters (pulse duration, power per pulse, distance between tip of the laser fiber and prosthesis) were assessed. Specific laser-prosthesis interactions were recorded.",STUDY DESIGN AND MATERIALS AND METHODS,NA,NA
29095508,3,Especially the diode laser was found to be an appropriate energy source. A total energy deposit of 60 mJ by pulses in near contact application was found to be sufficient for prosthesis closure ex vivo. Energy should be transmitted through a laser fiber equipollent to the prosthesis band diameter. Specific deformation characteristics due to the zonal prosthesis composition have to be taken into account.,RESULTS,NA,NA
29095508,4,"NiTiBOND® stapes prosthesis can be closed by very little energy when appropriate energy sources like diode lasers are used, suggesting a relatively safe application in vivo. Lasers Surg. Med. 50:153-157, 2018. © 2017 Wiley Periodicals, Inc.",CONCLUSION,NA,NA
29143337,1,"Intraductal papillary mucinous neoplasm (IPMN) of the pancreas has a high risk of progressing to invasive pancreatic ductal adenocarcinoma (PDA), but experimental models for IPMN are largely missing. New experimental systems for the molecular characterization of IPMN and for personalized prognosis and treatment options for IPMN are urgently needed. We analyzed the potential use of fertilized chicken eggs for the culture of freshly resected IPMN tissue. We transplanted 49 freshly resected IPMN tissues into eggs and compared the growth characteristics to IPMN tissues transplanted into mice; this was followed by an analysis of histology, morphology, and marker expression. Of the IPMN tissues transplanted into eggs, 63% formed tumor xenografts within 4 days, while none of the 12 IPMN tissues transplanted into immunodeficient mice engrafted. In the eggs, the grafting efficiency of high-grade (n = 14) and intermediate-grade (n = 17) dysplasia was 77% and was significantly higher than the 39% grafting efficiency of low-grade dysplasia (n = 18). According to mucinous expression, 46 IPMN tissues were classified into gastric (n = 6), intestinal (n = 3), oncocytic (n = 23), and pancreatobiliary (n = 14) subtypes. The grafting efficiency was highest for the pancreatobiliary subtype (86%), followed by the oncocytic (70%), gastric (33%) and intestinal (33%) subtypes. The morphology and expression patterns of mucins, progression markers and pancreatic ductal markers were comparable between the primary IPMN tissues and their xenograft copies. The individual tumor environment was largely maintained during subtransplantation, as evaluated upon passage 6. This new IPMN model may facilitate experimental studies and treatment decisions for the optimal personalized management of IPMN.",NA,NA,NA
